Number ID,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,Department,Salary
8271,0.38,0.42,2,127,4,0,0,0,SALES,MEDIUM
8272,0.8,0.51,4,141,3,1,0,0,ACCOUNTING,MEDIUM
8273,0.69,0.8,5,263,3,1,0,0,ACCOUNTING,MEDIUM
8274,0.99,0.92,5,174,5,0,0,0,ACCOUNTING,MEDIUM
8275,0.92,0.76,5,246,2,1,0,0,HR,LOW
8276,0.6,0.88,3,201,2,0,0,0,HR,LOW
8277,0.89,0.93,3,181,3,0,0,0,HR,LOW
8278,0.91,0.93,3,238,2,0,0,0,HR,LOW
8279,0.35,0.52,3,167,2,0,0,0,TECHNICAL,LOW
8280,0.88,0.68,5,224,2,0,0,0,TECHNICAL,LOW
8281,0.66,0.69,3,182,3,1,0,0,TECHNICAL,LOW
8282,0.21,0.55,4,189,2,0,0,0,TECHNICAL,LOW
8283,0.78,0.64,3,169,2,1,0,0,TECHNICAL,MEDIUM
8284,0.21,0.96,4,287,5,0,0,0,TECHNICAL,MEDIUM
8285,0.64,0.94,3,150,2,0,0,0,TECHNICAL,MEDIUM
8286,0.68,0.95,4,146,2,0,0,0,TECHNICAL,MEDIUM
8287,0.99,0.87,4,162,4,0,0,0,TECHNICAL,MEDIUM
8288,0.85,0.55,4,158,5,0,0,0,TECHNICAL,MEDIUM
8289,0.86,0.51,3,185,2,0,0,0,TECHNICAL,MEDIUM
8290,0.89,0.98,3,214,3,0,0,0,SUPPORT,MEDIUM
8291,0.49,0.85,4,200,3,0,0,0,SUPPORT,MEDIUM
8292,0.76,0.97,4,219,2,0,0,0,SUPPORT,MEDIUM
8293,0.79,0.87,3,218,3,0,0,0,SUPPORT,MEDIUM
8294,0.89,0.64,4,237,2,0,0,0,SUPPORT,MEDIUM
8295,0.34,0.51,3,105,3,0,0,0,SUPPORT,MEDIUM
8296,0.81,0.92,3,251,3,1,0,0,SUPPORT,MEDIUM
8297,0.96,0.7,3,227,2,0,0,0,SUPPORT,MEDIUM
8298,0.7,0.87,3,158,2,0,0,0,SUPPORT,MEDIUM
8299,0.92,0.61,4,252,2,0,0,0,SUPPORT,MEDIUM
8300,0.5,0.76,4,198,3,0,0,0,SUPPORT,MEDIUM
8301,0.75,0.72,2,192,3,0,0,0,TECHNICAL,MEDIUM
8302,0.42,0.38,2,139,4,0,0,0,TECHNICAL,MEDIUM
8303,0.29,0.4,6,205,3,0,0,0,TECHNICAL,MEDIUM
8304,0.91,0.48,3,224,3,0,0,0,MANAGEMENT,MEDIUM
8305,0.55,0.97,4,267,4,0,0,0,IT,MEDIUM
8306,0.57,0.81,4,200,3,1,0,0,IT,MEDIUM
8307,0.27,0.48,3,97,6,0,0,0,IT,MEDIUM
8308,0.7,0.43,6,253,3,0,0,0,IT,HIGH
8309,0.63,0.68,4,191,2,0,0,0,IT,HIGH
8310,0.97,0.63,5,199,2,1,0,0,PRODUCT_MNG,HIGH
8311,0.28,0.52,3,127,4,0,0,0,PRODUCT_MNG,HIGH
8312,0.7,0.6,3,187,2,0,0,0,PRODUCT_MNG,HIGH
8313,0.83,0.51,4,215,3,0,0,0,PRODUCT_MNG,HIGH
8314,0.22,0.76,4,176,6,1,0,0,IT,HIGH
8315,0.55,0.47,3,194,2,0,0,0,RANDD,HIGH
8316,0.33,0.77,3,216,3,0,0,0,RANDD,HIGH
8317,0.5,0.78,4,185,3,0,0,0,RANDD,HIGH
8318,0.93,0.88,5,140,3,0,0,0,RANDD,HIGH
8319,0.77,0.66,3,260,4,0,0,0,RANDD,HIGH
8320,0.93,0.97,5,137,4,0,0,0,RANDD,LOW
8321,0.72,1,4,151,2,0,0,0,MARKETING,LOW
8322,0.78,0.53,3,152,2,0,0,0,SALES,LOW
8323,0.55,0.75,4,166,2,0,0,0,ACCOUNTING,LOW
8324,0.39,0.86,3,261,2,0,0,0,SUPPORT,LOW
8325,0.67,0.78,3,235,3,0,0,0,TECHNICAL,LOW
8326,0.61,0.89,3,201,2,0,0,0,MANAGEMENT,LOW
8327,0.6,0.69,6,250,5,1,0,0,MARKETING,LOW
8328,0.48,0.64,4,146,2,0,0,0,MARKETING,LOW
8329,0.75,0.84,4,195,3,0,0,0,MARKETING,LOW
8330,0.87,0.58,4,259,3,0,0,0,SALES,LOW
8331,0.51,0.54,4,166,4,1,0,0,SALES,LOW
8332,0.63,0.9,4,188,4,1,0,0,SALES,LOW
8333,0.6,0.57,3,203,2,0,0,0,SALES,LOW
8334,0.7,0.99,3,167,3,0,0,0,SALES,LOW
8335,0.5,0.99,2,258,3,1,0,0,SALES,MEDIUM
8336,0.59,0.51,2,126,3,0,0,0,SALES,MEDIUM
8337,0.52,0.39,6,246,4,0,0,0,SALES,MEDIUM
8338,0.55,0.49,3,205,3,0,0,0,SALES,MEDIUM
8339,0.81,0.62,5,201,3,1,0,0,SALES,MEDIUM
8340,0.94,0.98,4,197,3,0,0,0,SALES,MEDIUM
8341,0.98,0.61,3,272,3,0,0,0,SALES,MEDIUM
8342,0.83,0.84,4,206,2,0,0,0,SALES,MEDIUM
8343,0.93,0.62,3,184,3,0,0,0,SALES,MEDIUM
8344,0.99,0.54,3,199,2,0,0,0,SALES,MEDIUM
8345,0.55,0.57,4,220,3,0,0,0,SALES,MEDIUM
8346,0.96,0.83,3,233,3,0,0,0,SALES,MEDIUM
8347,0.28,0.77,3,221,3,0,0,0,SALES,HIGH
8348,0.97,0.6,6,168,5,1,0,0,SALES,HIGH
8349,0.8,0.78,3,251,3,0,0,0,ACCOUNTING,HIGH
8350,0.75,0.55,2,188,3,0,0,0,ACCOUNTING,HIGH
8351,0.89,0.88,3,203,3,0,0,0,ACCOUNTING,HIGH
8352,0.6,0.76,5,168,2,1,0,0,HR,HIGH
8353,0.73,0.98,3,227,2,1,0,0,HR,HIGH
8354,0.88,0.75,4,159,2,0,0,0,HR,HIGH
8355,0.5,0.7,3,159,3,0,0,0,HR,LOW
8356,0.53,0.78,5,275,5,0,0,0,TECHNICAL,LOW
8357,0.95,0.43,6,283,2,0,0,0,TECHNICAL,LOW
8358,0.94,0.53,5,169,3,0,0,0,TECHNICAL,LOW
8359,0.49,0.8,3,227,4,1,0,0,TECHNICAL,LOW
8360,0.59,0.57,3,147,4,0,0,0,TECHNICAL,LOW
8361,0.51,0.91,3,227,2,0,0,0,TECHNICAL,LOW
8362,0.66,0.66,4,166,3,0,0,0,TECHNICAL,LOW
8363,0.76,0.94,4,168,6,0,0,0,TECHNICAL,MEDIUM
8364,0.12,0.59,3,229,6,0,0,0,TECHNICAL,MEDIUM
8365,0.84,0.65,3,134,3,0,0,0,TECHNICAL,MEDIUM
8366,0.94,0.81,3,196,3,0,0,0,TECHNICAL,MEDIUM
8367,0.63,0.84,4,181,3,0,0,0,SUPPORT,MEDIUM
8368,0.79,0.99,4,177,3,1,0,0,SUPPORT,MEDIUM
8369,0.85,0.68,3,272,2,1,0,0,SUPPORT,MEDIUM
8370,0.74,0.52,3,213,3,0,0,0,SUPPORT,MEDIUM
8371,0.23,0.75,6,220,3,0,0,0,SUPPORT,MEDIUM
8372,0.62,0.51,4,274,2,0,0,0,SUPPORT,MEDIUM
8373,0.36,0.56,6,242,6,0,0,0,SUPPORT,MEDIUM
8374,0.7,0.83,4,182,3,0,0,0,SUPPORT,MEDIUM
8375,0.57,0.75,5,172,4,0,0,0,SUPPORT,MEDIUM
8376,0.83,0.99,3,226,3,0,0,0,SUPPORT,MEDIUM
8377,0.71,0.96,3,132,2,0,0,0,SUPPORT,MEDIUM
8378,0.23,0.72,6,121,3,0,0,0,TECHNICAL,MEDIUM
8379,0.59,0.69,4,207,2,0,0,0,TECHNICAL,MEDIUM
8380,0.69,0.61,2,141,3,0,0,0,TECHNICAL,MEDIUM
8381,0.63,0.81,5,189,3,0,0,0,MANAGEMENT,MEDIUM
8382,0.9,0.59,6,269,4,1,0,0,IT,MEDIUM
8383,0.31,0.57,4,200,4,0,0,0,IT,MEDIUM
8384,0.92,0.62,3,199,2,0,0,0,IT,MEDIUM
8385,0.96,0.87,4,213,3,0,0,0,IT,MEDIUM
8386,0.66,0.51,6,105,4,0,0,0,IT,HIGH
8387,0.48,0.97,4,141,2,0,0,0,PRODUCT_MNG,LOW
8388,0.15,0.55,3,255,3,1,0,0,PRODUCT_MNG,MEDIUM
8389,0.59,0.79,3,217,4,0,0,0,PRODUCT_MNG,MEDIUM
8390,0.66,0.85,6,165,5,0,0,0,PRODUCT_MNG,MEDIUM
8391,0.69,0.92,5,220,2,0,0,0,IT,MEDIUM
8392,0.65,0.79,4,241,4,0,0,0,RANDD,MEDIUM
8393,0.58,0.94,5,274,3,0,0,0,RANDD,MEDIUM
8394,0.72,0.57,4,224,4,0,0,0,RANDD,MEDIUM
8395,0.65,0.99,5,240,5,0,0,0,RANDD,MEDIUM
8396,0.63,0.77,5,210,3,0,0,0,RANDD,MEDIUM
8397,0.55,0.87,3,215,2,0,0,0,MARKETING,MEDIUM
8398,0.74,0.56,4,254,2,0,0,0,SALES,LOW
8399,0.58,0.84,4,150,4,1,0,0,ACCOUNTING,LOW
8400,0.71,0.72,4,177,3,0,0,0,SUPPORT,LOW
8401,0.83,0.37,5,101,4,1,0,0,TECHNICAL,LOW
8402,0.63,0.52,3,183,2,0,0,0,MANAGEMENT,LOW
8403,0.56,0.61,3,224,3,0,0,0,MARKETING,LOW
8404,0.88,0.55,3,263,3,0,0,0,MARKETING,LOW
8405,0.82,0.55,3,207,2,0,0,0,MARKETING,HIGH
8406,0.69,0.72,3,243,3,0,0,0,SALES,LOW
8407,0.57,0.54,3,157,4,1,0,0,SALES,HIGH
8408,0.75,0.69,3,242,3,0,0,0,SALES,HIGH
8409,0.6,0.98,4,265,2,0,0,0,SALES,LOW
8410,0.96,0.92,3,196,4,0,0,0,SALES,LOW
8411,0.75,0.67,4,135,2,0,0,0,SALES,HIGH
8412,1,0.61,6,270,3,0,0,0,SALES,LOW
8413,0.92,0.97,4,201,2,0,0,0,SALES,MEDIUM
8414,0.84,0.93,5,225,4,0,0,0,SALES,HIGH
8415,0.82,0.77,4,205,3,0,0,0,SALES,MEDIUM
8416,0.74,0.42,3,131,3,0,0,0,SALES,MEDIUM
8417,0.21,0.39,2,118,4,0,0,0,SALES,MEDIUM
8418,0.62,0.64,5,187,3,0,0,0,SALES,MEDIUM
8419,0.54,0.48,3,275,2,0,0,0,SALES,HIGH
8420,0.55,0.97,5,125,4,0,0,0,SALES,MEDIUM
8421,0.84,0.55,4,270,3,1,0,0,SALES,MEDIUM
8422,0.61,0.56,2,123,2,0,0,0,SALES,MEDIUM
8423,0.64,0.53,3,281,3,0,0,0,SALES,HIGH
8424,0.92,0.51,3,223,2,0,0,0,SALES,MEDIUM
8425,0.86,0.87,3,268,2,0,0,0,ACCOUNTING,HIGH
8426,0.6,0.74,4,174,3,0,0,0,ACCOUNTING,LOW
8427,0.86,0.92,3,162,3,1,0,0,ACCOUNTING,MEDIUM
8428,0.55,0.51,3,192,3,0,0,0,HR,MEDIUM
8429,0.54,0.58,4,178,3,0,0,0,HR,MEDIUM
8430,0.49,0.9,3,250,2,0,0,0,HR,MEDIUM
8431,0.98,0.72,3,262,4,0,0,0,HR,LOW
8432,0.55,0.55,5,194,3,1,0,0,TECHNICAL,LOW
8433,0.64,0.5,3,146,3,0,0,0,TECHNICAL,LOW
8434,0.54,0.53,4,245,2,0,0,0,TECHNICAL,LOW
8435,0.58,0.45,3,131,2,0,0,0,TECHNICAL,LOW
8436,0.57,0.37,3,108,4,0,0,0,TECHNICAL,LOW
8437,0.65,0.64,5,206,3,0,0,0,TECHNICAL,LOW
8438,0.6,0.4,3,146,4,1,0,0,TECHNICAL,LOW
8439,0.59,0.45,2,171,2,0,0,0,TECHNICAL,LOW
8440,0.77,0.5,4,173,2,1,0,0,TECHNICAL,LOW
8441,0.55,0.49,5,240,3,0,0,0,TECHNICAL,HIGH
8442,0.5,0.6,4,199,2,0,0,0,TECHNICAL,LOW
8443,0.43,0.77,3,237,3,1,0,0,SUPPORT,LOW
8444,0.58,0.84,3,258,4,0,0,0,SUPPORT,LOW
8445,0.66,0.68,4,269,3,1,0,0,SUPPORT,LOW
8446,0.7,0.8,5,245,4,0,0,0,SUPPORT,HIGH
8447,0.82,0.54,4,164,3,0,0,0,SUPPORT,LOW
8448,0.49,0.49,4,256,3,1,0,0,SUPPORT,LOW
8449,0.99,0.79,4,213,3,0,0,0,SUPPORT,LOW
8450,0.96,0.73,3,193,3,1,0,0,SUPPORT,HIGH
8451,0.7,0.57,3,179,2,0,0,0,SUPPORT,LOW
8452,0.22,0.89,6,278,5,1,0,0,SUPPORT,MEDIUM
8453,0.91,0.52,3,256,2,0,0,0,SUPPORT,HIGH
8454,0.18,0.76,5,173,4,0,0,0,TECHNICAL,MEDIUM
8455,0.84,0.68,4,179,3,0,0,0,TECHNICAL,HIGH
8456,0.66,0.38,4,145,5,0,0,0,TECHNICAL,MEDIUM
8457,0.49,0.65,3,168,4,0,0,0,MANAGEMENT,MEDIUM
8458,0.88,0.89,4,213,3,0,0,0,IT,MEDIUM
8459,0.69,0.91,6,150,5,0,0,0,IT,MEDIUM
8460,0.83,0.75,3,262,3,0,0,0,IT,MEDIUM
8461,0.56,0.84,4,149,4,1,0,0,IT,MEDIUM
8462,0.95,0.77,5,139,2,0,0,0,IT,MEDIUM
8463,0.56,1,3,272,2,0,0,0,PRODUCT_MNG,MEDIUM
8464,0.93,0.73,3,252,4,0,0,0,PRODUCT_MNG,HIGH
8465,0.84,0.52,3,232,4,0,0,0,PRODUCT_MNG,LOW
8466,0.84,0.48,3,266,2,0,0,0,PRODUCT_MNG,MEDIUM
8467,0.52,0.65,4,264,3,0,0,0,IT,MEDIUM
8468,0.98,0.8,4,142,2,0,0,0,RANDD,MEDIUM
8469,0.66,0.64,5,208,4,0,0,0,RANDD,MEDIUM
8470,0.92,0.49,5,178,2,1,0,0,RANDD,MEDIUM
8471,0.71,0.8,5,192,3,0,0,0,RANDD,MEDIUM
8472,0.65,0.92,4,242,2,0,0,0,RANDD,MEDIUM
8473,0.23,0.47,4,277,5,0,0,0,MARKETING,MEDIUM
8474,0.71,0.97,3,173,2,1,0,0,MARKETING,MEDIUM
8475,0.21,0.65,4,276,6,0,0,0,SALES,HIGH
8476,0.7,0.72,2,189,3,0,0,0,ACCOUNTING,LOW
8477,0.9,0.5,4,139,2,0,0,0,SUPPORT,LOW
8478,0.6,0.52,5,140,3,0,0,0,TECHNICAL,LOW
8479,0.58,0.63,5,191,3,1,0,0,MANAGEMENT,HIGH
8480,0.73,0.72,5,178,2,0,0,0,MARKETING,LOW
8481,0.56,0.67,4,184,3,0,0,0,MARKETING,LOW
8482,0.97,0.57,3,144,3,0,0,0,MARKETING,LOW
8483,0.92,0.91,3,160,2,0,0,0,SALES,HIGH
8484,0.77,0.68,3,225,2,0,0,0,SALES,LOW
8485,0.97,0.81,5,266,2,0,0,0,SALES,LOW
8486,0.7,0.69,5,154,2,0,0,0,SALES,LOW
8487,0.78,0.82,4,142,2,1,0,0,SALES,LOW
8488,0.77,0.87,3,207,4,1,0,0,SALES,LOW
8489,0.66,0.53,4,162,3,0,0,0,SALES,LOW
8490,0.25,0.98,6,287,5,1,0,0,SALES,LOW
8491,0.89,0.87,2,270,6,1,0,0,SALES,MEDIUM
8492,0.15,0.66,5,160,4,1,0,0,SALES,MEDIUM
8493,0.26,0.91,6,113,2,0,0,0,SALES,MEDIUM
8494,0.74,0.58,4,178,4,0,0,0,SALES,MEDIUM
8495,0.52,0.83,3,153,2,0,0,0,SALES,MEDIUM
8496,0.95,0.62,4,255,2,0,0,0,SALES,MEDIUM
8497,0.66,0.82,4,257,3,1,0,0,SALES,MEDIUM
8498,0.79,0.66,4,243,3,0,0,0,SALES,MEDIUM
8499,0.98,0.94,3,179,3,0,0,0,SALES,MEDIUM
8500,0.4,0.37,3,123,2,0,0,0,SALES,MEDIUM
8501,1,0.68,3,132,2,0,0,0,SALES,MEDIUM
8502,0.71,0.79,3,134,3,0,0,0,ACCOUNTING,MEDIUM
8503,0.48,0.45,3,277,2,1,0,0,ACCOUNTING,HIGH
8504,0.76,1,5,265,2,0,0,0,ACCOUNTING,LOW
8505,0.61,0.62,4,269,4,0,0,0,HR,MEDIUM
8506,0.74,0.9,4,156,4,0,0,0,HR,MEDIUM
8507,0.24,0.94,6,237,5,0,0,0,HR,MEDIUM
8508,0.79,0.97,3,271,2,0,0,0,HR,MEDIUM
8509,0.75,0.98,3,206,2,0,0,0,TECHNICAL,LOW
8510,0.6,0.98,4,192,3,0,0,0,TECHNICAL,LOW
8511,0.72,0.95,4,230,3,0,0,0,TECHNICAL,LOW
8512,1,0.6,4,261,3,0,0,0,TECHNICAL,LOW
8513,0.55,0.88,3,173,3,1,0,0,TECHNICAL,LOW
8514,0.3,0.98,2,109,4,1,0,0,TECHNICAL,LOW
8515,0.89,0.59,3,247,4,0,0,0,TECHNICAL,LOW
8516,0.84,0.84,5,163,3,0,0,0,TECHNICAL,LOW
8517,0.67,0.64,4,149,4,0,0,0,TECHNICAL,LOW
8518,0.15,0.48,6,218,6,0,0,0,TECHNICAL,LOW
8519,0.59,0.75,4,194,2,0,0,0,TECHNICAL,LOW
8520,0.5,0.59,4,157,2,0,0,0,SUPPORT,LOW
8521,0.23,0.68,5,244,3,0,0,0,SUPPORT,LOW
8522,0.95,0.58,5,169,2,0,0,0,SUPPORT,LOW
8523,0.31,0.53,2,146,3,1,0,0,SUPPORT,LOW
8524,0.47,0.55,5,207,3,0,0,0,SUPPORT,LOW
8525,0.26,0.95,3,195,5,0,0,0,SUPPORT,LOW
8526,0.55,0.64,6,148,4,0,0,0,SUPPORT,LOW
8527,0.89,0.58,3,272,2,0,0,0,SUPPORT,LOW
8528,0.88,0.68,3,185,2,0,0,0,SUPPORT,LOW
8529,0.98,0.62,5,260,2,1,0,0,SUPPORT,LOW
8530,0.96,0.48,3,182,2,1,0,0,SUPPORT,MEDIUM
8531,0.85,0.65,3,195,3,0,0,0,TECHNICAL,MEDIUM
8532,0.96,0.85,3,168,3,0,0,0,TECHNICAL,MEDIUM
8533,0.85,0.88,3,198,4,1,0,0,TECHNICAL,MEDIUM
8534,0.59,0.93,5,172,2,0,0,0,MANAGEMENT,MEDIUM
8535,0.51,0.5,4,216,2,1,0,0,IT,MEDIUM
8536,0.5,0.75,3,232,2,0,0,0,IT,MEDIUM
8537,0.53,0.59,3,148,3,0,0,0,IT,MEDIUM
8538,0.44,0.83,4,210,2,0,0,0,IT,MEDIUM
8539,0.99,0.55,3,197,2,0,0,0,IT,MEDIUM
8540,0.73,0.83,4,241,3,0,0,0,PRODUCT_MNG,MEDIUM
8541,0.51,0.71,5,154,2,0,0,0,PRODUCT_MNG,MEDIUM
8542,0.5,0.84,3,259,2,0,0,0,PRODUCT_MNG,HIGH
8543,0.52,0.76,4,106,2,1,0,0,PRODUCT_MNG,LOW
8544,0.74,0.74,5,262,2,0,0,0,IT,MEDIUM
8545,0.69,0.89,2,202,2,0,0,0,RANDD,MEDIUM
8546,0.22,0.65,5,174,5,1,0,0,RANDD,MEDIUM
8547,0.49,0.89,4,240,2,0,0,0,RANDD,MEDIUM
8548,0.7,0.57,5,247,3,0,0,0,RANDD,LOW
8549,0.68,0.63,4,148,3,0,0,0,RANDD,LOW
8550,0.66,0.84,5,187,2,1,0,0,MARKETING,LOW
8551,0.99,0.58,4,183,3,0,0,0,SALES,LOW
8552,0.88,0.59,4,240,2,0,0,0,ACCOUNTING,LOW
8553,0.2,0.54,4,149,3,0,0,0,SUPPORT,LOW
8554,0.56,0.44,2,130,3,0,0,0,TECHNICAL,LOW
8555,0.68,0.85,4,203,2,0,0,0,MANAGEMENT,LOW
8556,0.85,0.6,3,218,3,0,0,0,MARKETING,LOW
8557,0.95,0.95,4,204,3,1,0,0,MARKETING,LOW
8558,0.6,0.77,4,163,3,1,0,0,MARKETING,LOW
8559,0.61,0.53,4,183,3,0,0,0,SALES,LOW
8560,0.55,0.55,4,211,4,0,0,0,SALES,LOW
8561,0.64,0.78,5,156,5,1,0,0,SALES,LOW
8562,0.64,0.6,3,196,3,0,0,0,SALES,LOW
8563,0.87,0.54,4,162,2,0,0,0,SALES,LOW
8564,0.2,0.9,3,218,4,0,0,0,SALES,LOW
8565,0.99,0.64,4,135,2,1,0,0,SALES,LOW
8566,0.96,0.7,2,273,3,0,0,0,SALES,LOW
8567,0.53,0.65,3,241,3,0,0,0,SALES,LOW
8568,0.7,0.39,6,285,4,0,0,0,SALES,LOW
8569,0.68,0.61,6,236,3,0,0,0,SALES,MEDIUM
8570,0.96,0.48,4,222,3,0,0,0,SALES,MEDIUM
8571,0.64,0.64,4,242,3,0,0,0,SALES,MEDIUM
8572,0.86,0.65,5,166,3,0,0,0,SALES,MEDIUM
8573,0.87,0.84,3,172,3,0,0,0,SALES,MEDIUM
8574,0.53,0.56,4,249,2,0,0,0,SALES,MEDIUM
8575,0.72,0.98,4,180,2,0,0,0,SALES,MEDIUM
8576,0.83,0.59,4,197,4,0,0,0,SALES,MEDIUM
8577,0.97,0.54,5,185,2,0,0,0,SALES,MEDIUM
8578,0.92,0.76,3,171,2,0,0,0,ACCOUNTING,MEDIUM
8579,0.82,0.95,6,191,6,0,0,0,ACCOUNTING,MEDIUM
8580,0.59,0.56,4,250,2,0,0,0,ACCOUNTING,MEDIUM
8581,0.84,0.95,5,199,3,0,0,0,HR,HIGH
8582,0.71,0.84,3,139,2,0,0,0,HR,LOW
8583,0.49,0.98,3,224,3,0,0,0,HR,MEDIUM
8584,0.78,0.61,3,227,3,0,0,0,HR,MEDIUM
8585,0.84,0.81,4,198,2,0,0,0,TECHNICAL,MEDIUM
8586,0.85,0.96,5,165,5,0,0,0,TECHNICAL,MEDIUM
8587,0.87,0.93,4,199,3,0,0,0,TECHNICAL,LOW
8588,0.94,0.84,5,203,3,0,0,0,TECHNICAL,LOW
8589,0.82,0.97,4,243,3,1,0,0,TECHNICAL,LOW
8590,0.78,0.78,3,135,3,0,0,0,TECHNICAL,LOW
8591,0.47,0.55,4,100,4,1,0,0,TECHNICAL,LOW
8592,0.5,0.48,2,150,3,1,0,0,TECHNICAL,LOW
8593,0.75,0.82,4,252,3,0,0,0,TECHNICAL,LOW
8594,0.36,0.39,3,98,3,0,0,0,TECHNICAL,LOW
8595,0.91,0.61,3,262,3,0,0,0,TECHNICAL,LOW
8596,0.87,0.68,3,257,3,0,0,0,SUPPORT,LOW
8597,0.97,0.94,3,160,3,0,0,0,SUPPORT,LOW
8598,0.71,0.65,3,190,3,0,0,0,SUPPORT,LOW
8599,0.83,0.65,3,231,2,0,0,0,SUPPORT,LOW
8600,0.42,0.51,3,190,4,0,0,0,SUPPORT,LOW
8601,0.53,0.51,4,181,3,0,0,0,SUPPORT,LOW
8602,0.56,0.88,4,273,3,0,0,0,SUPPORT,LOW
8603,0.26,0.7,5,214,6,1,0,0,SUPPORT,LOW
8604,0.53,0.49,4,192,2,0,0,0,SUPPORT,LOW
8605,0.99,0.73,4,224,2,0,0,0,SUPPORT,LOW
8606,0.48,0.43,3,96,3,0,0,0,SUPPORT,LOW
8607,0.91,0.5,3,276,4,0,0,0,TECHNICAL,LOW
8608,0.76,0.79,3,162,2,1,0,0,TECHNICAL,MEDIUM
8609,0.67,0.8,4,190,4,0,0,0,TECHNICAL,MEDIUM
8610,0.58,0.6,4,147,3,0,0,0,MANAGEMENT,MEDIUM
8611,0.57,0.78,4,143,3,0,0,0,IT,MEDIUM
8612,0.55,0.57,5,280,6,1,0,0,IT,MEDIUM
8613,0.79,0.49,3,137,2,0,0,0,IT,MEDIUM
8614,0.48,0.98,3,259,6,0,0,0,IT,MEDIUM
8615,0.68,0.69,4,176,3,1,0,0,IT,MEDIUM
8616,0.19,0.64,5,231,4,1,0,0,PRODUCT_MNG,MEDIUM
8617,0.99,0.48,3,104,3,0,0,0,PRODUCT_MNG,MEDIUM
8618,0.3,0.76,5,224,2,0,0,0,PRODUCT_MNG,MEDIUM
8619,0.81,0.85,4,202,3,1,0,0,PRODUCT_MNG,MEDIUM
8620,0.58,0.74,4,180,3,0,0,0,IT,HIGH
8621,0.74,0.61,3,228,2,1,0,0,RANDD,LOW
8622,0.59,0.74,5,165,2,0,0,0,RANDD,MEDIUM
8623,0.46,0.63,2,177,6,0,0,0,RANDD,MEDIUM
8624,0.58,0.43,3,194,2,1,0,0,RANDD,MEDIUM
8625,0.77,0.95,3,192,4,1,0,0,RANDD,MEDIUM
8626,0.79,0.77,4,171,2,0,0,0,MARKETING,LOW
8627,0.51,0.95,3,187,2,0,0,0,SALES,LOW
8628,0.7,0.58,3,205,3,0,0,0,ACCOUNTING,LOW
8629,0.84,0.73,5,230,4,1,0,0,SUPPORT,LOW
8630,0.19,0.9,5,172,2,0,0,0,TECHNICAL,LOW
8631,0.9,0.52,4,167,3,1,0,0,MANAGEMENT,LOW
8632,0.19,0.91,5,145,3,0,0,0,MARKETING,LOW
8633,0.96,0.53,3,166,3,0,0,0,MARKETING,LOW
8634,0.87,1,3,148,3,0,0,0,MARKETING,LOW
8635,0.5,0.89,5,223,3,0,0,0,SALES,LOW
8636,0.88,0.58,2,123,4,0,0,0,SALES,LOW
8637,0.55,0.99,3,158,3,0,0,0,SALES,LOW
8638,0.89,0.86,3,223,2,0,0,0,SALES,LOW
8639,0.58,0.69,3,252,3,0,0,0,SALES,LOW
8640,0.58,0.96,5,143,2,0,0,0,SALES,LOW
8641,0.34,0.88,5,131,6,0,0,0,SALES,LOW
8642,0.54,0.65,5,206,4,1,0,0,SALES,LOW
8643,0.59,0.54,4,210,3,0,0,0,SALES,LOW
8644,0.88,0.96,4,262,3,0,0,0,SALES,MEDIUM
8645,0.72,0.69,4,147,3,0,0,0,SALES,MEDIUM
8646,0.79,0.75,4,259,3,0,0,0,SALES,MEDIUM
8647,0.51,0.73,4,174,3,0,0,0,SALES,MEDIUM
8648,0.84,0.84,3,150,4,0,0,0,SALES,MEDIUM
8649,0.95,0.67,4,219,2,0,0,0,SALES,MEDIUM
8650,0.58,0.88,5,178,4,0,0,0,SALES,MEDIUM
8651,0.69,0.98,3,269,3,1,0,0,SALES,MEDIUM
8652,0.17,0.64,6,205,5,1,0,0,SALES,MEDIUM
8653,0.81,0.72,3,232,3,1,0,0,SALES,MEDIUM
8654,0.41,0.5,3,193,3,0,0,0,ACCOUNTING,MEDIUM
8655,0.12,0.42,3,110,2,0,0,0,ACCOUNTING,MEDIUM
8656,0.71,0.6,4,208,3,0,0,0,ACCOUNTING,HIGH
8657,0.32,0.69,5,157,4,0,0,0,HR,LOW
8658,0.83,0.98,5,187,4,0,0,0,HR,MEDIUM
8659,0.74,0.92,4,226,3,0,0,0,HR,MEDIUM
8660,0.67,0.85,4,266,3,0,0,0,HR,MEDIUM
8661,0.85,0.56,3,159,3,0,0,0,TECHNICAL,MEDIUM
8662,0.49,0.75,4,259,3,1,0,0,TECHNICAL,LOW
8663,0.7,0.74,4,150,3,1,0,0,TECHNICAL,LOW
8664,0.44,0.58,4,152,3,0,0,0,TECHNICAL,LOW
8665,0.5,0.87,5,245,2,0,0,0,TECHNICAL,LOW
8666,0.63,0.74,5,227,2,0,0,0,TECHNICAL,LOW
8667,0.87,0.77,4,261,3,0,0,0,TECHNICAL,LOW
8668,0.82,0.53,4,162,3,1,0,0,TECHNICAL,LOW
8669,0.97,0.89,4,193,3,0,0,0,TECHNICAL,LOW
8670,0.9,0.81,4,144,2,0,0,0,TECHNICAL,LOW
8671,0.41,0.5,6,151,2,0,0,0,TECHNICAL,LOW
8672,0.58,0.94,4,225,2,0,0,0,SUPPORT,LOW
8673,0.77,0.5,5,170,2,0,0,0,SUPPORT,LOW
